Date,AAPL,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,APP,ASML,AVGO,BKNG,CEG,CMCSA,COST,CRWD,CSCO,GILD,GOOG,GOOGL,HON,INTC,INTU,ISRG,KLAC,LIN,LRCX,MAR,MELI,META,MRVL,MSFT,MU,NFLX,NVDA,ORLY,PANW,PEP,PLTR,QCOM,REGN,SBUX,SHOP,STX,TMUS,TSLA,TXN,VRTX,WDC,WMT
2024-11-27,233.65,513.68,212.08,296.27,169.41,136.24,269.37,205.74,328.56,663.26,157.49,5164.27,251.64,37.99,955.25,347.59,57.49,88.64,169.85,168.26,210.77,23.65,630.83,538.55,625.97,448.18,70.62,282.29,2044.76,566.47,89.75,418.94,97.71,87.73,135.29,82.93,192.18,153.77,66.05,151.21,749.80,98.25,112.54,97.20,241.26,332.89,191.68,464.56,53.81,90.62
2024-11-29,236.04,515.93,212.94,296.28,172.76,137.18,272.07,207.89,336.75,679.22,159.86,5143.34,254.79,38.55,965.52,345.97,57.41,88.81,169.52,167.98,213.79,24.05,636.35,542.00,640.71,451.97,72.90,285.74,1985.17,571.56,92.33,419.40,97.46,88.68,138.20,82.88,193.91,154.46,67.08,153.27,745.19,99.17,115.60,98.50,241.98,345.16,193.45,468.13,54.93,91.23
2024-12-02,238.29,516.20,217.89,295.41,181.23,142.06,267.48,210.71,340.59,703.81,164.23,5165.38,247.86,38.64,968.62,346.80,57.63,90.19,171.99,170.51,211.05,23.93,628.75,542.85,659.53,450.70,77.47,282.93,1952.44,589.99,96.49,426.85,98.06,89.77,138.58,83.12,195.09,154.08,66.39,157.62,757.22,98.25,112.98,100.28,239.91,357.09,194.17,465.73,55.26,91.37
2024-12-03,241.33,516.26,216.35,293.04,181.12,141.98,267.69,213.44,366.55,710.33,165.85,5155.60,245.80,38.26,975.72,349.95,57.68,88.72,172.03,170.36,208.31,22.47,630.68,541.71,659.22,450.52,77.30,281.63,1929.49,610.71,95.54,427.07,99.34,90.22,140.20,83.20,196.29,152.81,70.96,157.18,744.54,98.31,111.86,96.04,239.93,351.42,189.79,456.97,53.95,92.23
2024-12-04,241.69,536.49,213.19,292.96,179.14,143.99,267.63,218.16,373.70,712.17,168.23,5184.05,252.45,37.98,984.43,364.16,57.81,87.86,175.09,173.37,210.90,21.96,649.15,549.95,659.72,451.83,77.22,286.28,1987.43,610.83,117.70,433.23,102.69,91.11,145.08,82.86,202.29,151.37,69.85,157.92,749.20,97.47,113.43,94.90,238.20,357.93,189.23,463.98,54.44,93.16
2024-12-05,241.72,538.22,209.52,291.33,170.11,141.36,263.85,220.55,379.07,703.84,168.14,5228.33,254.32,38.20,975.83,364.84,58.20,89.58,173.32,171.65,207.69,20.80,643.26,547.65,636.34,441.14,74.21,289.09,1984.95,606.01,112.94,438.38,100.37,91.79,145.01,82.32,201.51,151.67,71.87,155.88,762.75,96.04,114.09,95.43,239.04,369.49,185.71,459.92,54.27,93.99
2024-12-06,241.52,552.96,213.09,293.99,171.09,138.59,262.17,227.03,401.50,701.34,177.08,5249.27,251.88,38.52,986.11,365.65,58.07,88.38,175.48,173.71,207.77,20.92,641.05,550.41,642.01,441.98,75.57,289.20,1947.18,620.78,113.07,439.32,100.67,93.47,142.39,83.85,202.95,150.38,76.34,155.02,772.78,96.90,118.37,95.76,238.89,389.22,185.81,462.10,53.49,94.39
2024-12-09,245.41,547.93,214.81,287.23,169.94,130.87,267.03,226.09,342.54,698.91,176.49,5099.98,238.19,34.86,981.39,353.60,57.16,86.90,176.29,174.56,206.59,20.81,641.15,538.86,646.00,435.24,76.42,283.65,1844.30,610.63,106.62,441.75,102.31,91.37,138.76,83.66,194.47,151.98,72.46,156.22,782.71,96.12,115.29,96.20,224.27,389.79,186.15,473.98,53.24,92.54
2024-12-10,246.42,547.05,211.45,291.74,166.30,127.74,265.22,225.04,321.06,697.67,169.46,5135.37,230.74,35.29,986.90,346.77,56.94,88.58,185.68,184.32,210.25,20.16,641.64,538.09,635.60,437.43,74.13,284.34,1879.18,616.35,106.27,439.08,97.61,91.33,135.03,84.42,194.88,152.34,70.89,152.06,773.28,95.01,113.45,94.86,228.81,400.99,183.01,469.22,51.79,93.26
2024-12-11,245.15,549.93,212.93,290.31,169.22,130.15,262.97,230.26,338.21,706.74,180.70,5242.00,234.97,35.45,988.18,362.97,56.81,88.62,195.81,194.50,210.23,20.12,664.93,543.60,642.51,433.22,77.43,288.35,1897.87,629.64,110.93,444.69,101.55,93.66,139.26,84.60,199.21,149.41,72.51,155.33,767.81,95.26,117.37,95.64,229.64,424.77,184.47,468.29,52.61,93.66
2024-12-12,246.61,474.63,213.52,288.38,167.20,130.60,263.59,228.97,326.21,705.42,178.19,5218.17,237.37,35.92,981.92,365.50,57.07,88.62,192.74,191.08,208.98,20.78,666.61,544.72,640.29,431.23,74.80,286.63,1870.77,627.76,108.59,445.25,97.75,92.56,137.30,84.65,200.10,151.44,73.20,153.79,736.00,94.68,115.31,94.91,228.59,418.10,184.48,464.12,49.66,92.80
2024-12-13,246.78,465.69,212.43,287.95,167.46,126.91,260.29,227.46,324.47,710.84,221.73,5177.24,237.42,35.63,982.87,368.02,56.84,88.86,190.50,188.95,208.91,20.34,650.94,539.58,647.38,428.08,75.48,283.76,1823.86,617.37,120.31,442.98,101.99,91.89,134.21,84.71,196.56,150.55,76.07,154.07,726.39,94.29,114.63,93.76,227.28,436.23,184.36,463.73,49.01,93.17
2024-12-16,249.68,461.53,212.14,287.99,167.52,126.69,256.32,232.93,343.96,714.60,246.58,5102.49,237.65,34.69,986.37,388.20,56.58,89.04,197.25,195.75,216.60,20.83,665.87,541.99,649.73,421.19,77.03,287.04,1796.72,621.75,124.30,447.26,107.72,92.11,131.96,84.59,202.50,148.70,75.75,153.45,720.01,90.13,115.94,93.60,224.86,463.02,182.31,468.09,49.15,93.78
2024-12-17,252.10,455.23,209.69,286.79,168.44,125.02,255.79,231.15,337.89,727.27,236.95,5105.29,232.62,34.63,975.65,376.42,56.75,89.77,196.22,194.52,213.97,20.44,672.08,545.16,648.49,423.06,77.01,286.09,1809.12,616.96,111.82,450.10,108.06,91.91,130.35,83.07,201.24,148.81,74.39,153.48,735.04,89.13,119.49,92.53,216.28,479.86,181.02,469.24,48.65,94.32
2024-12-18,246.70,441.31,203.76,279.93,163.61,121.41,248.90,220.52,313.07,711.74,220.56,4895.72,224.20,33.79,958.42,349.18,55.79,87.73,189.28,187.53,208.21,19.30,644.36,526.47,624.61,415.26,74.43,274.44,1716.38,594.80,104.88,433.20,103.38,88.96,128.87,81.68,188.76,147.18,71.51,148.74,709.82,87.01,109.70,89.70,216.26,440.13,178.02,447.50,47.82,92.47
2024-12-19,248.43,437.39,203.77,282.68,159.64,118.88,251.22,223.29,318.74,702.61,215.33,4932.42,223.62,33.38,948.55,351.03,55.88,88.11,188.83,187.64,208.23,19.06,631.61,523.91,616.11,412.63,70.48,275.79,1666.00,593.19,108.69,432.84,86.66,90.20,130.64,80.96,189.36,144.36,74.21,146.17,703.50,85.91,107.07,85.72,213.62,436.17,177.51,396.64,44.87,92.32
2024-12-20,253.11,447.17,207.69,285.29,161.77,119.21,253.32,224.92,340.99,698.08,217.77,4999.95,225.45,34.12,947.82,362.29,56.75,89.54,192.08,190.53,209.55,19.52,637.99,524.43,623.23,417.27,71.05,280.67,1720.36,582.91,111.47,432.42,89.67,90.90,134.66,81.27,186.78,145.62,80.55,148.59,697.14,85.15,108.95,85.50,215.89,421.06,179.82,397.27,45.34,91.18
2024-12-23,253.88,446.74,210.74,285.41,165.59,124.60,253.92,225.06,344.82,713.27,229.79,5014.34,226.70,33.90,943.69,361.50,57.19,90.35,195.09,193.73,208.47,20.20,632.94,527.22,641.66,415.32,73.04,280.35,1729.85,597.45,113.32,431.08,89.27,91.14,139.62,80.48,188.22,144.19,80.69,153.79,710.33,84.63,109.25,86.69,217.21,430.60,182.97,405.27,46.33,89.31
2024-12-24,256.80,447.94,213.88,287.65,166.49,126.29,254.39,229.05,341.83,711.96,237.04,5073.58,228.20,34.28,952.54,365.79,58.03,90.88,196.67,195.21,210.09,20.40,639.88,537.02,644.18,418.71,73.07,283.07,1743.29,605.32,115.51,435.12,88.84,93.21,140.17,81.44,189.51,145.64,82.38,154.88,709.68,87.02,110.18,86.65,218.53,462.28,185.18,408.18,46.44,91.61
2024-12-26,257.61,450.16,213.85,288.40,165.68,125.06,253.13,227.05,346.73,708.15,242.65,5046.94,227.06,34.14,949.88,365.08,58.16,91.32,196.20,194.70,212.80,20.44,640.77,538.83,642.22,417.28,73.23,283.24,1732.76,600.94,115.27,433.91,89.37,92.41,139.88,80.45,188.50,145.28,82.14,154.07,711.87,88.91,109.96,86.57,219.19,454.13,184.50,410.65,46.44,91.72
2024-12-27,254.20,446.48,212.80,287.38,164.97,125.19,252.62,223.75,335.17,705.90,239.08,4988.86,224.98,33.86,933.55,354.99,57.80,91.03,193.15,191.87,210.65,20.30,633.21,534.88,638.52,415.96,72.65,280.38,1725.47,597.41,113.18,426.40,88.19,90.75,136.97,79.82,186.18,145.71,79.08,152.82,707.62,89.29,108.18,85.58,218.54,431.66,183.97,408.76,45.68,90.61
2024-12-30,250.83,445.80,208.46,284.27,161.82,122.44,249.40,221.30,335.38,688.65,232.98,4942.78,224.76,33.38,916.17,349.31,57.39,89.00,191.81,190.36,207.98,19.82,625.01,526.96,627.45,410.73,71.41,277.06,1721.80,588.88,111.23,420.76,85.00,90.04,137.44,78.66,184.20,144.60,77.18,150.23,697.88,87.67,106.69,84.74,216.23,417.41,180.87,399.35,44.87,89.53
2024-12-31,249.06,444.68,208.36,284.04,160.82,120.79,250.69,219.39,323.83,685.62,229.28,4920.55,222.17,33.50,910.27,342.16,57.40,89.35,189.57,188.43,207.32,20.05,623.23,521.96,623.97,411.72,71.49,275.71,1700.44,583.17,110.03,417.46,83.85,89.13,134.25,79.05,181.96,144.92,75.63,149.30,707.55,88.32,106.33,84.52,216.30,403.84,180.44,402.70,44.88,89.31
2025-01-02,242.53,441.00,207.27,281.05,162.04,120.63,249.38,220.22,341.78,692.88,229.42,4877.84,240.93,33.40,903.85,347.34,57.31,88.88,189.76,188.56,206.99,20.22,617.56,524.03,630.41,407.30,71.70,271.27,1765.00,596.85,113.12,414.57,87.01,88.67,138.26,79.18,180.74,143.16,75.19,149.32,710.39,89.21,107.53,84.60,215.12,379.28,179.90,405.76,46.56,88.96
2025-01-03,242.04,430.57,211.21,283.03,168.16,125.37,251.24,224.19,350.65,706.67,229.98,4856.60,250.66,33.63,910.58,359.02,57.46,88.42,192.25,190.91,207.90,20.56,624.94,535.29,650.60,406.64,74.34,272.09,1834.17,602.21,117.73,419.29,89.54,88.11,144.42,80.28,183.25,142.63,79.89,153.39,713.33,89.61,109.25,87.30,214.71,410.44,183.32,407.11,48.22,89.74
2025-01-06,243.67,431.18,213.79,278.60,175.50,129.55,248.71,227.61,354.93,760.23,233.80,4862.49,262.46,33.46,916.67,366.36,57.38,88.25,197.05,195.96,203.52,19.87,619.91,542.37,683.56,406.06,77.18,269.46,1799.42,627.68,118.55,423.75,98.89,88.18,149.38,80.70,179.50,139.40,75.92,155.35,711.45,90.14,114.24,87.26,208.12,411.05,184.93,402.49,49.41,90.38
2025-01-07,240.89,422.63,211.70,279.83,175.84,127.33,252.05,222.11,330.01,749.42,226.12,4749.89,253.87,33.19,915.34,359.93,57.53,87.67,195.81,194.59,202.50,20.01,610.27,531.88,682.57,408.07,76.72,266.66,1771.22,615.42,115.78,418.32,101.53,87.92,140.09,79.98,175.51,138.57,69.99,156.00,725.40,89.86,106.78,87.74,208.08,394.36,184.96,408.32,48.82,89.76
2025-01-08,241.38,419.58,216.19,283.22,175.02,121.84,254.12,222.13,329.20,735.97,226.78,4825.48,242.16,33.46,921.30,358.72,57.80,86.23,194.50,193.06,202.07,19.88,620.80,544.02,679.50,413.04,76.25,270.36,1739.00,608.28,117.78,420.49,99.04,87.50,140.06,80.38,172.83,139.66,68.23,154.60,728.67,89.63,107.64,86.85,211.19,394.94,184.43,412.11,48.21,90.74
2025-01-10,235.56,405.92,208.27,278.33,169.74,116.04,252.22,218.94,318.48,731.05,221.84,4693.89,303.08,32.73,930.80,348.84,57.35,86.94,192.29,191.16,200.26,19.15,619.23,547.47,676.39,407.28,73.88,267.63,1758.77,613.40,113.94,414.94,98.97,83.77,135.87,79.84,173.42,135.94,67.26,152.56,692.20,89.29,103.71,87.03,207.06,394.74,182.98,409.56,47.28,91.93
2025-01-13,233.13,408.50,208.84,281.58,168.96,117.32,259.87,218.46,315.68,719.58,222.81,4718.00,277.31,32.81,918.64,341.46,57.37,87.00,191.41,190.13,201.09,19.20,609.09,539.75,684.24,414.44,73.69,269.14,1740.00,605.90,114.77,413.19,94.71,84.03,133.19,80.68,167.82,137.72,64.98,152.71,712.09,90.51,101.76,87.09,209.18,403.31,183.88,413.37,46.68,90.48
2025-01-14,232.01,412.71,210.51,283.03,171.71,116.09,256.90,217.76,321.09,728.36,222.22,4732.77,286.88,32.75,911.22,348.04,57.92,88.03,190.18,188.79,200.54,19.20,619.60,538.88,694.41,420.20,74.29,273.23,1753.61,591.88,114.82,411.69,97.00,82.84,131.72,80.29,170.58,138.15,65.91,155.04,686.23,90.08,101.61,89.34,209.88,396.36,186.20,411.66,47.22,89.75
2025-01-15,236.58,417.28,214.01,284.66,176.39,119.96,258.67,223.35,335.03,718.48,225.49,4783.11,298.69,32.85,917.45,362.02,58.56,89.36,196.08,194.65,201.50,19.72,617.26,580.11,709.26,420.88,75.37,272.85,1838.15,614.65,115.61,422.22,102.81,84.83,136.20,80.27,174.19,137.98,68.14,159.78,698.71,90.09,104.24,92.38,209.90,428.22,190.06,424.26,48.64,90.29
2025-01-16,227.02,426.93,210.87,287.43,184.40,118.44,259.14,220.66,332.01,742.20,226.88,4818.13,313.06,32.68,913.73,363.38,58.40,88.65,193.52,192.02,204.39,19.67,603.18,584.08,739.97,425.32,78.41,272.80,1837.18,608.86,117.19,420.51,102.22,84.24,133.53,80.31,177.17,139.66,69.24,156.89,688.58,91.40,103.50,93.10,211.42,413.82,180.30,416.96,48.36,90.25
2025-01-17,228.73,429.99,214.93,287.38,189.91,121.46,261.72,225.94,342.34,748.18,234.82,4879.33,314.18,32.93,937.01,357.00,58.80,88.84,196.65,195.10,204.29,21.49,600.06,592.64,750.08,428.77,79.48,273.97,1836.00,610.32,124.34,424.92,105.36,85.81,137.66,81.12,177.11,141.29,71.77,159.93,677.01,92.08,103.35,95.64,214.57,426.50,185.16,422.00,48.95,90.88
2025-01-21,221.43,436.36,217.18,289.29,190.72,122.28,264.32,230.71,338.39,754.78,237.66,4641.26,321.41,33.28,941.52,366.41,59.58,89.92,198.72,197.14,206.57,21.77,605.30,604.12,759.75,435.12,80.66,274.50,1834.51,614.00,123.37,424.39,108.98,86.97,140.78,82.74,183.51,141.58,73.07,162.56,683.18,94.83,106.28,99.15,215.08,424.07,187.86,427.89,50.75,92.01
2025-01-22,222.61,437.32,219.76,287.56,193.33,123.75,263.00,235.01,361.72,758.45,238.25,4574.71,330.18,33.40,938.51,377.98,60.17,90.00,199.11,197.46,204.75,21.86,607.56,610.45,764.37,435.26,82.40,277.16,1818.49,621.01,124.79,441.92,108.83,95.40,147.02,82.76,187.70,141.14,76.87,165.45,675.47,94.59,106.37,105.94,213.80,415.11,189.62,428.00,51.65,92.16
2025-01-23,222.44,437.28,223.94,287.01,188.57,123.04,267.27,235.42,362.52,738.20,237.63,4771.72,343.83,33.73,935.99,377.70,60.75,89.88,198.67,197.07,207.11,21.57,594.27,608.66,753.52,433.52,80.40,281.77,1828.73,633.91,125.64,442.43,104.45,98.49,147.17,84.11,187.32,141.64,78.98,169.45,689.98,94.84,106.10,106.17,211.70,412.38,193.04,439.73,51.69,92.73
2025-01-24,221.57,435.38,213.18,288.28,184.67,122.84,264.90,234.85,363.10,724.36,242.00,4718.98,345.04,33.86,933.53,374.92,60.75,90.03,200.98,199.29,203.30,20.83,593.92,584.05,742.50,431.96,78.86,280.82,1843.45,644.90,123.61,439.80,102.81,97.76,142.57,83.60,187.70,142.12,78.98,167.27,671.26,95.64,107.68,105.95,214.18,406.58,178.52,439.62,50.73,93.67
2025-01-27,228.61,438.60,211.26,291.24,172.62,115.01,272.14,235.42,343.02,682.72,199.90,4630.31,273.10,34.41,958.93,373.75,57.68,92.23,192.88,190.93,207.16,20.29,602.53,573.48,695.85,432.20,74.85,284.72,1846.00,657.24,100.00,430.40,90.77,97.19,118.38,85.50,189.30,147.35,75.44,166.36,680.12,96.81,107.38,101.33,216.99,397.15,179.97,443.88,48.47,96.28
2025-01-28,236.97,442.84,205.48,289.45,170.92,114.17,269.60,238.15,360.75,675.99,205.07,4639.54,276.88,33.80,952.39,408.68,58.02,90.78,196.17,194.40,202.56,19.80,596.61,574.14,696.06,428.29,73.75,285.30,1895.53,671.64,103.53,442.91,87.92,97.18,128.95,85.22,192.94,143.20,80.23,166.72,681.72,97.19,117.45,98.19,216.70,398.09,173.76,440.68,47.32,96.17
2025-01-29,238.06,441.68,205.86,291.64,173.33,117.35,270.92,237.07,366.34,704.97,204.07,4676.37,289.88,33.63,957.71,397.07,58.14,92.47,196.28,194.51,202.88,19.75,588.99,572.71,706.01,431.05,74.38,286.31,1889.76,673.79,106.43,438.09,88.68,97.82,123.66,85.87,185.42,143.31,79.76,166.88,682.66,105.09,116.59,97.32,230.43,389.10,173.47,441.52,47.26,96.38
2025-01-30,236.30,446.00,208.30,294.25,179.69,118.86,273.17,234.64,365.51,729.05,213.28,4728.33,306.42,29.93,972.60,396.87,59.04,93.78,201.70,199.95,205.65,20.01,600.52,580.18,735.18,438.97,79.90,289.15,1947.32,684.25,109.96,411.01,92.16,97.32,124.61,87.34,187.42,144.77,81.22,167.09,678.50,105.50,119.18,96.24,229.67,400.28,178.28,438.40,49.51,97.51
2025-01-31,234.72,437.45,207.80,294.01,178.34,115.95,274.52,237.68,369.59,731.35,218.83,4691.91,297.91,30.30,973.46,398.07,59.16,94.02,204.66,203.08,205.33,19.43,597.46,571.88,731.03,438.72,80.22,287.23,1922.19,686.43,112.48,411.08,90.90,97.68,120.03,86.29,184.42,143.62,82.49,168.06,668.46,104.22,116.80,94.36,228.29,404.60,178.96,461.68,49.02,97.03
2025-02-03,226.77,438.60,201.28,298.19,176.81,114.27,277.84,237.42,365.44,723.19,215.33,4647.69,304.20,29.88,999.24,397.57,59.59,95.16,201.71,200.30,204.13,19.38,596.71,578.55,732.98,446.67,79.37,287.10,1908.90,694.67,113.18,406.98,89.59,97.89,116.62,87.74,182.79,143.22,83.74,165.45,662.38,104.69,114.39,91.54,233.32,383.68,175.40,470.37,48.48,98.39
2025-02-04,231.54,440.23,202.04,295.62,176.57,119.50,277.98,242.06,380.26,723.53,219.98,4633.86,304.22,30.20,1015.17,407.52,59.88,94.79,206.76,205.43,205.18,19.29,587.73,579.65,742.01,447.26,79.09,287.38,1966.41,701.38,109.32,408.42,90.33,99.49,118.61,88.95,183.40,136.75,103.83,168.17,692.37,107.05,119.20,92.55,232.49,392.21,175.03,482.28,48.02,99.61
2025-02-05,231.21,437.63,205.75,299.00,178.66,112.01,296.06,236.17,368.27,734.59,229.44,4654.11,311.66,30.55,1036.05,417.22,61.09,96.39,192.41,190.45,204.08,19.65,584.29,590.90,751.74,446.17,81.10,289.00,1975.19,702.05,116.07,409.33,93.26,101.11,124.79,89.88,186.85,138.82,101.36,170.91,711.91,108.65,121.73,93.45,237.56,378.17,176.03,488.44,48.71,101.28
2025-02-06,231.95,435.40,203.82,299.79,180.76,110.16,286.41,238.83,380.63,731.17,228.81,4733.66,309.65,31.03,1044.11,420.51,60.79,94.84,192.42,190.72,192.58,19.38,586.22,588.50,754.38,453.04,81.98,299.44,2012.80,709.14,118.84,411.84,94.19,101.57,128.64,88.72,187.37,138.53,111.28,164.56,717.22,108.11,118.58,94.54,242.21,374.32,177.67,481.16,48.53,101.67
2025-02-07,226.39,433.07,201.25,296.88,177.99,107.56,282.33,229.15,375.72,719.86,222.39,4840.38,307.65,30.94,1038.12,421.59,60.79,92.90,186.28,184.49,188.63,19.10,574.95,582.98,740.40,447.50,81.49,300.45,1996.65,711.66,110.25,405.82,91.96,101.39,129.80,87.78,193.94,137.79,110.85,163.23,705.24,108.60,117.41,94.16,241.30,361.62,174.49,469.32,48.51,99.99
2025-02-10,226.66,451.10,200.91,297.81,181.61,110.48,283.53,233.14,384.40,736.07,232.45,4866.14,319.61,31.03,1056.13,428.92,61.32,92.36,187.34,185.61,191.38,19.77,582.88,595.70,744.12,453.21,82.87,300.93,2042.22,714.53,112.42,408.27,95.58,102.76,133.53,87.33,196.40,137.57,116.65,166.54,685.73,107.87,119.90,95.77,250.69,350.73,174.79,469.97,51.96,101.74
2025-02-11,231.61,458.82,199.53,296.70,181.16,111.10,285.33,232.76,375.25,746.45,232.45,4850.13,311.42,31.71,1052.57,431.64,60.95,93.00,186.21,184.47,189.93,20.97,581.93,591.65,751.21,453.10,82.41,284.67,2035.18,716.92,108.76,407.50,93.73,100.81,132.76,88.26,195.49,138.80,112.62,167.15,660.99,107.47,123.59,95.80,253.51,328.50,173.76,455.22,51.87,101.29
2025-02-12,235.84,462.76,201.17,297.54,178.87,111.72,283.79,228.93,380.32,749.61,233.74,4969.76,311.63,31.41,1059.31,434.63,61.05,99.93,184.58,182.77,188.16,22.48,572.65,589.61,743.22,450.95,80.73,287.09,2016.73,722.48,105.07,405.12,91.34,102.73,131.10,88.29,196.73,137.23,117.39,165.50,659.41,109.41,120.49,97.15,250.16,336.51,174.48,453.20,50.64,102.42
2025-02-13,240.48,459.22,205.30,301.01,182.22,111.81,285.63,230.37,471.67,770.25,233.20,4960.44,309.34,31.85,1070.99,453.77,62.33,102.50,187.02,185.28,188.40,24.13,579.96,591.39,756.82,453.40,82.45,284.90,2066.15,725.65,103.16,406.61,95.31,104.37,135.25,89.05,201.88,137.79,117.91,167.31,669.75,109.37,127.65,99.37,259.76,355.94,175.27,462.58,50.85,103.84
2025-02-14,243.54,460.16,210.47,299.00,167.31,113.10,282.30,228.68,510.13,745.03,230.47,4995.80,315.11,31.86,1066.01,451.74,63.33,100.68,186.01,184.38,186.09,23.60,583.42,595.55,743.41,449.42,81.90,280.24,2109.99,733.73,106.16,404.52,99.15,105.86,138.80,87.92,200.03,136.66,119.16,167.38,669.08,109.53,128.35,99.37,265.38,355.84,177.43,459.00,51.47,102.84
2025-02-18,243.41,464.11,215.97,300.74,170.08,114.28,283.89,226.65,496.00,737.76,226.01,5092.34,323.35,32.72,1050.27,455.36,63.06,101.81,184.95,182.92,190.94,27.39,576.03,600.89,750.85,458.10,85.69,285.08,2098.75,713.51,106.93,405.71,106.40,103.58,139.35,86.39,208.28,137.34,124.62,168.75,675.44,110.00,129.31,100.96,257.93,354.11,180.75,462.11,54.21,102.59
2025-02-19,243.81,456.99,237.00,303.92,172.12,114.69,285.32,226.63,494.17,738.34,226.21,5061.36,319.44,32.84,1056.75,450.14,63.30,104.13,186.27,184.42,193.48,25.72,578.27,608.48,767.19,454.40,86.76,284.23,2075.79,700.96,110.67,410.80,103.98,104.33,139.18,86.39,205.19,138.97,112.06,170.29,681.06,109.47,127.66,100.86,258.06,360.56,190.31,471.76,53.81,102.80
2025-02-20,244.76,454.69,239.12,302.70,174.45,114.17,288.87,222.88,450.01,736.64,224.24,4969.88,307.28,32.77,1029.19,436.14,63.14,106.43,185.79,183.71,193.98,26.09,575.18,606.57,770.04,454.24,88.11,283.88,2110.47,692.06,108.35,412.97,102.80,102.45,140.06,87.50,198.81,142.10,106.27,168.81,692.24,110.30,123.47,100.51,260.07,354.40,197.72,480.33,53.65,96.09
2025-02-21,244.48,444.32,234.30,301.53,170.46,110.84,293.79,216.58,415.31,730.81,216.25,4942.56,282.48,32.62,1029.39,406.68,62.46,106.36,180.75,178.83,194.52,24.87,561.66,591.79,746.94,450.40,85.14,274.26,2260.00,680.82,103.46,405.11,98.48,100.32,134.39,86.89,191.03,146.29,101.35,160.78,696.52,108.75,115.56,98.76,259.85,337.80,195.82,484.24,51.71,93.69
2025-02-24,246.03,444.42,232.42,302.93,167.08,108.11,300.30,212.71,410.45,729.57,205.64,5000.43,265.87,32.67,1029.96,391.72,61.74,107.40,180.36,178.43,192.66,24.27,563.42,591.01,732.02,450.92,82.48,273.56,2223.35,665.46,97.58,400.93,95.06,98.85,130.24,87.66,190.39,146.63,90.68,156.57,709.37,110.15,115.48,98.00,262.75,330.53,194.60,481.65,48.81,92.59
2025-02-25,245.97,443.41,230.76,304.06,164.07,103.96,306.03,212.80,377.06,723.85,200.31,4985.33,262.49,32.27,1049.91,379.75,62.75,107.88,176.56,174.61,194.58,22.99,551.88,573.74,719.51,459.73,79.47,274.25,2168.60,654.87,92.69,394.88,92.88,97.72,126.59,89.77,188.01,149.08,87.84,156.68,719.54,111.51,110.95,97.65,265.11,302.80,193.86,480.35,48.86,96.57
2025-02-26,239.32,441.50,229.22,302.13,167.02,104.74,297.06,214.35,331.00,740.45,210.59,4986.04,268.28,31.59,1026.35,394.56,62.56,106.85,173.90,171.94,193.96,23.52,621.29,580.93,732.96,453.89,80.47,278.89,2197.64,671.01,94.58,396.69,97.35,99.01,131.24,88.69,189.55,144.40,89.31,157.54,703.10,109.97,113.23,98.19,258.29,290.80,192.17,479.10,49.94,95.09
2025-02-27,236.27,437.19,219.53,302.05,155.25,99.51,296.52,208.74,320.49,691.65,195.62,4870.74,248.02,31.86,1016.14,380.24,62.30,108.33,169.43,167.72,194.82,23.09,596.37,563.77,693.90,452.64,75.39,274.61,2129.80,655.61,87.36,389.55,91.48,96.31,120.11,90.23,187.50,144.88,84.77,150.09,698.96,111.42,110.83,98.58,258.87,281.95,185.44,474.50,47.99,95.68
2025-02-28,240.79,438.56,225.62,305.82,156.67,99.86,298.69,212.28,325.74,702.93,197.23,4967.68,248.82,32.30,1042.89,389.66,62.59,110.57,171.43,169.50,196.44,23.73,609.70,573.15,703.51,459.30,75.95,277.82,2121.87,665.53,91.51,393.97,93.28,98.06,124.88,91.58,190.43,146.27,84.92,152.75,694.94,112.70,112.00,99.80,265.16,292.98,189.99,479.79,48.72,97.48
2025-03-03,237.00,440.72,224.12,309.18,150.78,98.23,301.33,205.02,337.34,693.79,185.30,4898.49,230.69,32.39,1041.14,382.73,61.97,112.20,167.89,166.24,195.64,22.74,597.04,566.98,685.95,454.58,75.00,275.12,2070.41,652.43,85.54,385.54,90.21,97.37,114.02,91.73,183.68,148.67,83.42,149.30,681.15,112.31,106.58,97.98,268.25,284.65,188.44,483.31,46.81,96.47
2025-03-04,234.91,446.03,222.78,304.13,151.51,100.75,302.69,203.80,327.23,702.07,185.41,4851.21,230.05,31.95,1031.22,390.16,61.76,110.99,171.82,170.13,191.93,21.33,594.04,557.96,693.74,453.70,75.66,268.26,2059.87,637.44,88.04,385.66,90.86,97.26,115.95,90.45,184.38,146.95,84.40,150.11,671.82,109.05,101.73,92.13,260.20,272.04,188.88,486.22,44.44,93.88
2025-03-05,234.72,451.24,226.02,301.21,153.94,101.67,306.94,208.36,318.00,733.33,189.47,4870.08,227.74,32.01,1042.04,365.44,62.44,111.67,174.19,172.22,193.42,20.81,613.35,568.02,710.42,460.48,78.48,268.56,2112.77,653.85,89.84,397.97,93.99,99.09,117.26,89.31,184.28,146.66,90.13,154.03,683.42,108.69,106.15,90.51,258.33,279.10,189.58,491.64,44.01,94.88
