ticker,max_drawdown,num_drawdowns,gics_industry_group
VERV,-83.46,4,"Pharmaceuticals, Biotechnology & Life Sciences"
VFC,-63.83,10,Consumer Durables & Apparel
VGR,-20.39,3,"Food, Beverage & Tobacco"
VIAV,-39.4,6,Technology Hardware & Equipment
VICI,-19.08,4,Equity Real Estate Investment Trusts (REITs)
VICR,-39.1,11,Capital Goods
VIR,-66.19,10,"Pharmaceuticals, Biotechnology & Life Sciences"
VIRT,-28.24,6,Financial Services
VITL,-50.03,7,"Food, Beverage & Tobacco"
VKTX,-78.86,5,"Pharmaceuticals, Biotechnology & Life Sciences"
VLO,-42.91,4,Energy
VLTO,-24.89,6,Commercial & Professional Services
VLY,-39.63,5,Banks
VMC,-24.43,8,Materials
VMD,-40.64,2,Health Care Equipment & Services
VMEO,-50.14,6,Media & Entertainment
VMI,-30.01,9,Capital Goods
VNDA,-39.69,9,"Pharmaceuticals, Biotechnology & Life Sciences"
VNO,-33.5,4,Equity Real Estate Investment Trusts (REITs)
VNT,-38.18,5,Technology Hardware & Equipment
VOYA,-35.32,9,Financial Services
VPG,-46.04,8,Technology Hardware & Equipment
VRDN,-57.14,9,"Pharmaceuticals, Biotechnology & Life Sciences"
VRE,-26.05,6,Equity Real Estate Investment Trusts (REITs)
VREX,-66.8,4,Health Care Equipment & Services
VRNS,-64.92,4,Software & Services
VRNT,-60.92,5,Software & Services
VRRM,-41.34,3,Commercial & Professional Services
VRSK,-42.53,2,Commercial & Professional Services
VRSN,-23.91,2,Software & Services
VRT,-61.29,7,Capital Goods
VRTS,-42.92,5,Financial Services
VRTX,-29.07,5,"Pharmaceuticals, Biotechnology & Life Sciences"
VSAT,-75.64,12,Technology Hardware & Equipment
VSCO,-69.47,11,Consumer Discretionary Distribution & Retail
VSEC,-25.45,12,Capital Goods
VSH,-56.52,6,Technology Hardware & Equipment
VST,-48.89,11,Utilities
VSTS,-81.79,2,Commercial & Professional Services
VTLE,-77.25,7,Energy
VTNRQ,-61.12,1,Energy
VTOL,-35.34,6,Energy
VTR,-17.58,6,Equity Real Estate Investment Trusts (REITs)
VTRS,-46.34,4,"Pharmaceuticals, Biotechnology & Life Sciences"
VTS,-32.83,7,Energy
VTYX,-91.75,6,"Pharmaceuticals, Biotechnology & Life Sciences"
VUZI,-45.58,2,Technology Hardware & Equipment
VVV,-39.35,2,Consumer Discretionary Distribution & Retail
VVX,-38.9,8,Capital Goods
VYGR,-74.82,5,"Pharmaceuticals, Biotechnology & Life Sciences"
VYX,-54.49,2,Software & Services
VZ,-17.4,3,Telecommunication Services
VZIO,-8.54,5,Consumer Durables & Apparel
W,-66.9,9,Consumer Discretionary Distribution & Retail
WAB,-23.65,5,Capital Goods
WABC,-25.32,12,Banks
WAFD,-35.68,8,Banks
WAL,-36.52,9,Banks
WALD,-86.86,3,Household & Personal Products
WASH,-36.25,7,Banks
WAT,-33.45,6,"Pharmaceuticals, Biotechnology & Life Sciences"
WBA,-69.08,3,Consumer Staples Distribution & Retail
WBD,-42.45,8,Media & Entertainment
WBS,-33.52,5,Banks
WCC,-37.68,8,Capital Goods
WD,-49.51,8,Financial Services
WDAY,-48.32,2,Software & Services
WDC,-49.63,10,Technology Hardware & Equipment
WDFC,-35.36,4,Household & Personal Products
WEAV,-67.66,4,Software & Services
WEC,-11.93,10,Utilities
WELL,-12.99,10,Equity Real Estate Investment Trusts (REITs)
WEN,-62.3,4,Consumer Services
WERN,-45.19,3,Transportation
WEST,-66.67,2,"Food, Beverage & Tobacco"
WEX,-53.15,6,Financial Services
WFC,-25.1,8,Banks
WFRD,-70.83,9,Energy
WGO,-61.84,7,Automobiles & Components
WH,-38.07,6,Consumer Services
WHD,-51.94,7,Energy
WHR,-50.8,10,Consumer Durables & Apparel
WINA,-27.99,6,Consumer Discretionary Distribution & Retail
WING,-51.73,5,Consumer Services
WIRE,-11.84,4,Capital Goods
WK,-46.06,14,Software & Services
WKC,-26.59,3,Energy
WKHS,-78.25,1,Automobiles & Components
WLDN,-35.26,11,Commercial & Professional Services
WLK,-65.21,2,Materials
WLLAW,-46.9,4,Energy
WLLBW,-100.0,4,Energy
WLY,-45.32,4,Media & Entertainment
WM,-18.72,3,Commercial & Professional Services
WMB,-12.94,8,Energy
WMK,-28.7,8,Consumer Staples Distribution & Retail
WMS,-46.0,4,Capital Goods
WMT,-22.14,7,Consumer Staples Distribution & Retail
WNC,-76.92,10,Capital Goods
WOOF,-58.93,11,Consumer Discretionary Distribution & Retail
WOR,-42.97,9,Capital Goods
WOW,-45.16,5,Media & Entertainment
WPC,-20.85,7,Equity Real Estate Investment Trusts (REITs)
WRB,-15.1,5,Insurance
WRBY,-50.74,9,Consumer Discretionary Distribution & Retail
WRK,-10.87,3,Materials
WRLD,-37.34,7,Financial Services
WS,-51.46,8,Materials
WSBC,-27.75,9,Banks
WSBF,-28.25,6,Financial Services
WSC,-70.95,3,Capital Goods
WSFS,-24.86,9,Banks
WSM,-36.79,8,Consumer Discretionary Distribution & Retail
WSO,-43.12,4,Capital Goods
WSR,-24.7,8,Equity Real Estate Investment Trusts (REITs)
WST,-53.9,7,"Pharmaceuticals, Biotechnology & Life Sciences"
WT,-37.13,8,Financial Services
WTBA,-26.9,7,Banks
WTFC,-31.29,6,Banks
WTI,-66.47,7,Energy
WTM,-18.09,7,Insurance
WTRG,-19.28,5,Utilities
WTS,-19.7,6,Capital Goods
WTTR,-51.33,6,Energy
WTW,-13.18,6,Insurance
WU,-44.07,4,Financial Services
WULF,-74.6,21,Software & Services
WVE,-66.67,13,"Pharmaceuticals, Biotechnology & Life Sciences"
WWD,-19.43,7,Capital Goods
WWW,-58.47,11,Consumer Durables & Apparel
WY,-40.58,3,Equity Real Estate Investment Trusts (REITs)
WYNN,-38.49,7,Consumer Services
X,-39.41,9,Materials
XEL,-23.99,5,Utilities
XERS,-47.2,12,"Pharmaceuticals, Biotechnology & Life Sciences"
XFOR,-96.76,4,"Pharmaceuticals, Biotechnology & Life Sciences"
XHR,-43.61,4,Equity Real Estate Investment Trusts (REITs)
XMTR,-68.3,10,Capital Goods
XNCR,-73.92,8,"Pharmaceuticals, Biotechnology & Life Sciences"
XOM,-20.29,8,Energy
XP,-57.98,3,Financial Services
XPEL,-58.21,6,Automobiles & Components
XPER,-57.63,4,Software & Services
XPO,-42.19,12,Transportation
XPOF,-70.28,6,Consumer Services
XPRO,-71.48,9,Energy
XRAY,-73.55,4,Health Care Equipment & Services
XRX,-89.6,2,Technology Hardware & Equipment
XYL,-29.52,3,Capital Goods
XYZ,-52.96,7,Financial Services
YELP,-48.16,1,Media & Entertainment
YETI,-46.52,9,Consumer Durables & Apparel
YEXT,-47.27,6,Software & Services
YMAB,-80.52,2,"Pharmaceuticals, Biotechnology & Life Sciences"
YORW,-27.5,4,Utilities
YOU,-42.47,8,Software & Services
YUM,-14.96,6,Consumer Services
Z,-40.2,10,Real Estate Management & Development
ZBH,-35.37,2,Health Care Equipment & Services
ZBRA,-49.29,10,Technology Hardware & Equipment
ZD,-58.78,3,Media & Entertainment
ZETA,-70.01,11,Software & Services
ZEUS,-62.29,2,Materials
ZG,-38.08,10,Real Estate Management & Development
ZIMV,-62.28,4,Health Care Equipment & Services
ZION,-32.95,8,Banks
ZIP,-87.44,1,Media & Entertainment
ZM,-25.08,6,Software & Services
ZNTL,-93.69,4,"Pharmaceuticals, Biotechnology & Life Sciences"
ZS,-49.63,7,Software & Services
ZTS,-42.11,3,"Pharmaceuticals, Biotechnology & Life Sciences"
ZUMZ,-60.22,6,Consumer Discretionary Distribution & Retail
ZUO,-21.02,4,Software & Services
ZWS,-30.35,2,Capital Goods
ZYME,-45.75,14,"Pharmaceuticals, Biotechnology & Life Sciences"
ZYXI,-87.92,5,Health Care Equipment & Services
9213421D,-20.84,2,Utilities
9903653D,-33.91,2,Media & Entertainment
9980328D,-13.05,1,Health Care Equipment & Services
9991429D,-38.44,3,Automobiles & Components
ALTM,-59.13,3,Materials
CVLY,-10.29,1,Banks
HOFT,-70.54,4,Consumer Durables & Apparel
JAKK,-58.07,2,Consumer Durables & Apparel
LBPH,-30.18,4,"Pharmaceuticals, Biotechnology & Life Sciences"
LGF/A,-32.42,7,Media & Entertainment
LGF/B,-35.55,5,Media & Entertainment
LSEA,-61.18,5,Consumer Durables & Apparel
NMRA,-96.89,3,"Pharmaceuticals, Biotechnology & Life Sciences"
PBPB,-53.26,9,Consumer Services
VSTO,-7.97,1,Consumer Durables & Apparel
INZY,-89.28,3,"Pharmaceuticals, Biotechnology & Life Sciences"
2571895D,-48.15,12,Capital Goods
ANNX,-81.91,12,"Pharmaceuticals, Biotechnology & Life Sciences"
BTSG,-35.56,9,Health Care Equipment & Services
CGON,-64.01,8,"Pharmaceuticals, Biotechnology & Life Sciences"
CLMB,-30.91,7,Technology Hardware & Equipment
CRGX,-86.44,4,"Pharmaceuticals, Biotechnology & Life Sciences"
FIHL,-30.25,8,Insurance
GLRE,-22.8,5,Insurance
SEAT,-94.86,3,Media & Entertainment
SOLV,-31.46,7,Health Care Equipment & Services
TRUE,-71.99,14,Media & Entertainment
VEL,-21.48,9,Financial Services
WGHTQ,-44.29,3,Consumer Services
GEV,-38.29,6,Capital Goods
PACK,-64.55,9,Materials
PAYS,-64.6,4,Financial Services
DNMWQ,-46.43,2,Materials
INBX,-39.84,6,"Pharmaceuticals, Biotechnology & Life Sciences"
LINC,-27.35,8,Consumer Services
SD,-34.37,8,Energy
TBCH,-51.77,10,Technology Hardware & Equipment
THRD,-78.9,5,"Pharmaceuticals, Biotechnology & Life Sciences"
AHR,-11.27,4,Equity Real Estate Investment Trusts (REITs)
ALAB,-63.69,13,Semiconductors & Semiconductor Equipment
AMSC,-61.08,8,Capital Goods
APLT,-97.07,5,"Pharmaceuticals, Biotechnology & Life Sciences"
ARHS,-58.45,6,Consumer Discretionary Distribution & Retail
AS,-37.92,7,Consumer Durables & Apparel
AVDL,-61.03,5,"Pharmaceuticals, Biotechnology & Life Sciences"
BLND,-64.49,4,Software & Services
BROS,-44.17,5,Consumer Services
BUR,-49.15,5,Financial Services
CATX,-89.2,13,"Pharmaceuticals, Biotechnology & Life Sciences"
CIFR,-71.74,12,Software & Services
CORZ,-64.95,13,Software & Services
CRBP,-92.01,4,"Pharmaceuticals, Biotechnology & Life Sciences"
CRH,-27.29,6,Materials
CWAN,-51.54,1,Software & Services
DBD,-25.76,7,Technology Hardware & Equipment
DEC,-42.32,4,Energy
DELL,-50.93,4,Technology Hardware & Equipment
DESP,-31.19,4,Consumer Services
DJT,-80.02,5,Media & Entertainment
DNTH,-50.3,9,"Pharmaceuticals, Biotechnology & Life Sciences"
ESPR,-80.94,13,"Pharmaceuticals, Biotechnology & Life Sciences"
FULC,-74.23,10,"Pharmaceuticals, Biotechnology & Life Sciences"
FUN,-77.74,2,Consumer Services
GBTG,-41.11,2,Consumer Services
GCT,-64.03,6,Consumer Discretionary Distribution & Retail
GRAL,-61.12,17,"Pharmaceuticals, Biotechnology & Life Sciences"
HUT,-65.73,18,Software & Services
IBTA,-74.96,3,Media & Entertainment
IMNM,-66.32,7,"Pharmaceuticals, Biotechnology & Life Sciences"
LAB,-60.78,5,"Pharmaceuticals, Biotechnology & Life Sciences"
LBTYA,-35.74,3,Telecommunication Services
LBTYK,-36.38,2,Telecommunication Services
LOAR,-35.83,5,Capital Goods
ML,-57.44,4,Financial Services
MNMD,-50.56,9,"Pharmaceuticals, Biotechnology & Life Sciences"
MTAL,-46.27,1,Materials
NBBK,-24.74,6,Banks
NGNE,-89.74,12,"Pharmaceuticals, Biotechnology & Life Sciences"
OCGN,-73.52,7,"Pharmaceuticals, Biotechnology & Life Sciences"
OUST,-64.0,17,Technology Hardware & Equipment
PACS,-82.04,5,Health Care Equipment & Services
PGY,-61.99,9,Software & Services
PRAX,-68.64,9,"Pharmaceuticals, Biotechnology & Life Sciences"
RIG,-63.4,8,Energy
ROOT,-67.54,7,Insurance
SLNO,-56.42,8,"Pharmaceuticals, Biotechnology & Life Sciences"
SN,-42.64,8,Consumer Durables & Apparel
SOC,-87.52,15,Energy
SPRY,-63.32,12,"Pharmaceuticals, Biotechnology & Life Sciences"
SYRE,-70.18,11,"Pharmaceuticals, Biotechnology & Life Sciences"
TGLS,-49.21,7,Capital Goods
TRML,-58.46,7,"Pharmaceuticals, Biotechnology & Life Sciences"
TSHA,-65.12,9,"Pharmaceuticals, Biotechnology & Life Sciences"
VERX,-74.64,3,Software & Services
VNOM,-36.62,5,Energy
WNS,-29.36,4,Commercial & Professional Services
SEG,-47.99,7,Real Estate Management & Development
SUNS,-47.33,6,Financial Services
SW,-42.11,5,Materials
ABSI,-61.6,10,"Pharmaceuticals, Biotechnology & Life Sciences"
AIOT,-55.35,5,Technology Hardware & Equipment
AKBA,-66.58,8,"Pharmaceuticals, Biotechnology & Life Sciences"
BCAL,-32.26,6,Banks
CCCC,-84.29,7,"Pharmaceuticals, Biotechnology & Life Sciences"
CWBC,-29.51,7,Banks
GETY,-75.06,1,Media & Entertainment
GHM,-46.46,7,Capital Goods
GRNT,-38.9,3,Energy
INO,-80.79,1,"Pharmaceuticals, Biotechnology & Life Sciences"
KRRO,-93.4,4,"Pharmaceuticals, Biotechnology & Life Sciences"
LENZ,-71.52,8,"Pharmaceuticals, Biotechnology & Life Sciences"
LRMR,-81.59,10,"Pharmaceuticals, Biotechnology & Life Sciences"
NCMI,-54.53,3,Media & Entertainment
PLSE,-48.45,7,Health Care Equipment & Services
RDVT,-33.2,7,Software & Services
REAX,-53.08,2,Real Estate Management & Development
TCRX,-81.48,5,"Pharmaceuticals, Biotechnology & Life Sciences"
WGS,-51.82,11,Health Care Equipment & Services
AAOI,-77.17,14,Technology Hardware & Equipment
ADCT,-68.39,9,"Pharmaceuticals, Biotechnology & Life Sciences"
AMTM,-50.81,3,Commercial & Professional Services
AQST,-60.78,5,"Pharmaceuticals, Biotechnology & Life Sciences"
AVBP,-54.25,7,"Pharmaceuticals, Biotechnology & Life Sciences"
BVS,-55.22,7,Health Care Equipment & Services
CMPO,-32.4,9,Technology Hardware & Equipment
CON,-21.39,6,Health Care Equipment & Services
FSBW,-26.59,5,Banks
HG,-19.09,6,Insurance
HRTG,-26.9,8,Insurance
ILPT,-45.91,5,Equity Real Estate Investment Trusts (REITs)
ITIC,-29.14,3,Insurance
LINE,-58.11,4,Equity Real Estate Investment Trusts (REITs)
PPTA,-37.58,13,Materials
QTTB,-97.31,3,"Pharmaceuticals, Biotechnology & Life Sciences"
SEZL,-72.02,9,Financial Services
URE,-58.12,5,Energy
WAY,-47.1,2,Health Care Equipment & Services
WLFC,-50.33,2,Capital Goods
ZVRA,-43.47,4,"Pharmaceuticals, Biotechnology & Life Sciences"
CAPR,-76.65,3,"Pharmaceuticals, Biotechnology & Life Sciences"
CURB,-14.77,4,Equity Real Estate Investment Trusts (REITs)
ECG,-56.23,5,Capital Goods
HNST,-73.98,1,Household & Personal Products
INBK,-59.33,3,Banks
LIF,-52.35,4,Software & Services
TALK,-45.56,6,Health Care Equipment & Services
USAP,-1.67,1,Materials
ACIC,-24.44,4,Insurance
BCAX,-48.54,5,"Pharmaceuticals, Biotechnology & Life Sciences"
BOW,-43.56,5,Insurance
BYRN,-64.26,3,Capital Goods
DAVE,-44.67,5,Financial Services
DSP,-68.63,6,Software & Services
KLC,-82.68,2,Consumer Services
LUNR,-71.91,12,Capital Goods
METCB,-35.86,3,Materials
NAGE,-64.4,3,"Pharmaceuticals, Biotechnology & Life Sciences"
NGVC,-60.31,2,Consumer Staples Distribution & Retail
PBI,-29.48,4,Commercial & Professional Services
PRCH,-66.39,7,Software & Services
QBTS,-62.49,11,Software & Services
REAL,-51.76,8,Consumer Discretionary Distribution & Retail
RGTI,-73.42,11,Semiconductors & Semiconductor Equipment
SARO,-24.18,3,Capital Goods
SEPN,-78.81,8,"Pharmaceuticals, Biotechnology & Life Sciences"
SKYT,-62.72,9,Semiconductors & Semiconductor Equipment
UNTY,-23.83,5,Banks
UPB,-66.92,10,"Pharmaceuticals, Biotechnology & Life Sciences"
AIP,-46.09,9,Software & Services
BALY,-12.52,2,Consumer Services
BBAI,-75.56,7,Software & Services
CTRI,-32.95,4,Capital Goods
INGM,-40.78,5,Technology Hardware & Equipment
MRP,-20.64,4,Equity Real Estate Investment Trusts (REITs)
PRTH,-59.98,4,Financial Services
RHLD,-50.66,9,Commercial & Professional Services
SNDK,-47.5,8,Technology Hardware & Equipment
ANGI,-44.87,5,Media & Entertainment
BBNX,-58.61,10,Health Care Equipment & Services
INR,-42.74,6,Energy
MTSR,-46.63,7,"Pharmaceuticals, Biotechnology & Life Sciences"
NNE,-57.6,8,Capital Goods
PARAA,-27.89,1,Media & Entertainment
ALMS,-31.38,4,"Pharmaceuticals, Biotechnology & Life Sciences"
CMDB,-16.76,4,Transportation
STRZ,-55.34,1,Media & Entertainment
AEBI,-31.96,3,Capital Goods
AEVA,-72.67,3,Technology Hardware & Equipment
ATYR,-90.15,4,"Pharmaceuticals, Biotechnology & Life Sciences"
AU,-19.75,5,Materials
BAM,-25.42,1,Financial Services
BTDR,-62.32,4,Software & Services
CBLL,-42.31,3,Health Care Equipment & Services
CDTX,-19.83,3,"Pharmaceuticals, Biotechnology & Life Sciences"
CHWY,-37.23,2,Consumer Discretionary Distribution & Retail
CLMT,-22.81,3,Energy
CLOV,-46.6,3,Health Care Equipment & Services
CRSP,-40.24,3,"Pharmaceuticals, Biotechnology & Life Sciences"
FLEX,-18.38,3,Technology Hardware & Equipment
FLUT,-51.57,1,Consumer Services
FRHC,-39.23,1,Financial Services
GENI,-54.32,2,Consumer Services
GRPN,-66.28,1,Consumer Discretionary Distribution & Retail
GTX,-10.88,2,Automobiles & Components
INDV,-11.09,3,"Pharmaceuticals, Biotechnology & Life Sciences"
IOT,-46.37,3,Software & Services
JHX,-43.73,3,Materials
KRMN,-33.04,3,Capital Goods
MRX,-28.49,2,Financial Services
OKLO,-64.32,5,Utilities
ONON,-35.69,3,Consumer Durables & Apparel
QSR,-11.86,3,Consumer Services
QUBT,-68.28,3,Technology Hardware & Equipment
QXO,-27.61,3,Capital Goods
RAL,-31.79,2,Technology Hardware & Equipment
RBRK,-50.92,3,Software & Services
RDDT,-44.2,3,Media & Entertainment
RDW,-73.93,6,Capital Goods
RUM,-47.6,3,Media & Entertainment
SAIL,-39.61,3,Software & Services
SFD,-18.54,2,"Food, Beverage & Tobacco"
SILA,-15.56,2,Equity Real Estate Investment Trusts (REITs)
SMA,-21.21,4,Equity Real Estate Investment Trusts (REITs)
TEM,-49.21,3,"Pharmaceuticals, Biotechnology & Life Sciences"
TIC,-38.1,5,Commercial & Professional Services
TIGO,-12.36,3,Telecommunication Services
TLN,-28.89,3,Utilities
TR,-20.03,2,"Food, Beverage & Tobacco"
VIK,-12.61,2,Consumer Services
XENE,-13.24,6,"Pharmaceuticals, Biotechnology & Life Sciences"
ENVXW,-83.85,1,#N/A N/A: Unable to retrieve data for gics_industry_group_name. Try using its default parameters and/or a different security/universe.
GLIBA,-21.11,2,Telecommunication Services
GLIBK,-21.92,2,Telecommunication Services
CMBT,-8.37,1,Energy
CRCL,-66.62,1,Software & Services
Q,-27.12,3,Semiconductors & Semiconductor Equipment
SOLS,-14.28,1,Materials
ACH,-39.37,2,Unknown
AMPX,-35.92,2,Unknown
ASPI,-38.5,2,Unknown
BETR,-50.09,1,Unknown
BKV,-12.28,1,Unknown
CAI,-26.37,1,Unknown
CLPT,-19.83,3,Unknown
DEC,-21.46,1,Energy
GLIBR,-36.86,1,Unknown
IDR,-29.72,2,Unknown
LAZRQ,-92.23,1,Unknown
OPLN,-8.58,1,Unknown
OPTU,-21.13,2,Unknown
OSG,-35.86,1,Unknown
RZLV,-51.4,4,Unknown
SLDE,-20.01,1,Unknown
TDAY,-8.85,1,Unknown
UAMY,-32.44,4,Unknown
ZBIO,-64.79,3,Unknown
AVAH,-21.11,1,Unknown
BLSH,-39.97,1,Unknown
BULL,-32.72,1,Unknown
CRVS,-25.31,2,Unknown
DC,-16.29,1,Unknown
DRUG,-23.37,1,Unknown
FIGR,-45.96,2,Unknown
GOSS,-20.83,1,Unknown
GRDN,-14.22,1,Unknown
HTFL,-30.06,1,Unknown
KMTS,-17.3,1,Unknown
LGN,-13.85,1,Unknown
LXEO,-34.63,1,Unknown
MBX,-16.94,1,Unknown
MIAX,-12.11,1,Unknown
NB,-25.45,1,Unknown
NIQ,-35.89,1,Unknown
NPCE,-12.8,1,Unknown
NUTX,-45.23,1,Unknown
ORKA,-11.57,1,Unknown
PSIX,-14.12,2,Unknown
PVLA,-27.42,2,Unknown
RAPP,-15.17,1,Unknown
RCAT,-34.85,1,Unknown
SERV,-40.36,1,Unknown
SION,-20.75,2,Unknown
TE,-23.39,2,Unknown
TRVI,-15.98,1,Unknown
USAR,-22.9,1,Unknown
