ticker,max_drawdown,num_drawdowns,gics_industry_group
INVX,-49.66,12,Energy
IONQ,-64.23,17,Technology Hardware & Equipment
IONS,-52.36,2,"Pharmaceuticals, Biotechnology & Life Sciences"
IOSP,-46.33,5,Materials
IOVA,-90.5,7,"Pharmaceuticals, Biotechnology & Life Sciences"
IP,-40.76,8,Materials
IPAR,-48.7,1,Household & Personal Products
IPG,-32.16,6,Media & Entertainment
IPGP,-53.39,3,Technology Hardware & Equipment
IPI,-38.52,12,Materials
IPSC,-92.68,7,"Pharmaceuticals, Biotechnology & Life Sciences"
IQV,-47.12,5,"Pharmaceuticals, Biotechnology & Life Sciences"
IR,-36.64,6,Capital Goods
IRBT,-95.25,5,Consumer Durables & Apparel
IRDM,-60.97,3,Telecommunication Services
IRM,-39.96,5,Equity Real Estate Investment Trusts (REITs)
IRMD,-22.34,6,Health Care Equipment & Services
IRON,-64.79,9,"Pharmaceuticals, Biotechnology & Life Sciences"
IRT,-31.3,5,Equity Real Estate Investment Trusts (REITs)
IRTC,-53.83,8,Health Care Equipment & Services
IRWD,-96.33,10,"Pharmaceuticals, Biotechnology & Life Sciences"
ISRG,-29.63,7,Health Care Equipment & Services
IT,-72.45,3,Software & Services
ITCI,-18.64,7,"Pharmaceuticals, Biotechnology & Life Sciences"
ITGR,-56.14,8,Health Care Equipment & Services
ITOS,-72.14,5,"Pharmaceuticals, Biotechnology & Life Sciences"
ITRI,-32.91,7,Technology Hardware & Equipment
ITT,-29.41,6,Capital Goods
ITW,-21.58,8,Capital Goods
IVR,-35.87,6,Financial Services
IVT,-17.03,5,Equity Real Estate Investment Trusts (REITs)
IVZ,-37.23,6,Financial Services
J,-25.77,5,Commercial & Professional Services
JACK,-83.09,3,Consumer Services
JAMF,-66.0,3,Software & Services
JANX,-81.78,8,"Pharmaceuticals, Biotechnology & Life Sciences"
JAZZ,-32.18,6,"Pharmaceuticals, Biotechnology & Life Sciences"
JBGS,-32.23,5,Equity Real Estate Investment Trusts (REITs)
JBHT,-42.99,4,Transportation
JBI,-62.71,2,Capital Goods
JBIO,-95.41,16,"Pharmaceuticals, Biotechnology & Life Sciences"
JBL,-36.87,4,Technology Hardware & Equipment
JBLU,-57.66,11,Transportation
JBSS,-44.15,3,"Food, Beverage & Tobacco"
JBTM,-32.29,7,Capital Goods
JCI,-21.48,4,Capital Goods
JEF,-49.77,7,Financial Services
JELD,-91.55,4,Capital Goods
JHG,-35.85,12,Financial Services
JJSF,-55.03,7,"Food, Beverage & Tobacco"
JKHY,-23.54,10,Financial Services
JLL,-28.16,9,Real Estate Management & Development
JMSB,-45.38,8,Banks
JNJ,-15.13,3,"Pharmaceuticals, Biotechnology & Life Sciences"
JNPR,-13.58,5,Technology Hardware & Equipment
JOBY,-53.6,14,Transportation
JOE,-35.92,5,Real Estate Management & Development
JOUT,-57.86,2,Consumer Durables & Apparel
JPM,-24.89,9,Banks
JRVR,-67.68,8,Insurance
JWN,-22.04,5,Consumer Discretionary Distribution & Retail
JXN,-38.15,7,Financial Services
K,-10.18,3,"Food, Beverage & Tobacco"
KAI,-41.48,5,Capital Goods
KALU,-50.39,5,Materials
KALV,-53.87,7,"Pharmaceuticals, Biotechnology & Life Sciences"
KAMN,-6.87,1,Capital Goods
KAR,-21.21,4,Commercial & Professional Services
KBH,-44.05,10,Consumer Durables & Apparel
KBR,-44.77,7,Commercial & Professional Services
KD,-49.21,5,Software & Services
KDP,-33.44,6,"Food, Beverage & Tobacco"
KE,-51.01,3,Technology Hardware & Equipment
KELYA,-67.74,1,Commercial & Professional Services
KEX,-38.76,10,Transportation
KEY,-33.75,9,Banks
KEYS,-31.38,3,Technology Hardware & Equipment
KFRC,-66.57,2,Commercial & Professional Services
KFY,-25.09,5,Commercial & Professional Services
KGS,-39.13,10,Energy
KHC,-42.04,4,"Food, Beverage & Tobacco"
KIDS,-53.94,6,Health Care Equipment & Services
KIM,-27.46,6,Equity Real Estate Investment Trusts (REITs)
KKR,-44.46,9,Financial Services
KLAC,-35.39,7,Semiconductors & Semiconductor Equipment
KLG,-36.69,4,"Food, Beverage & Tobacco"
KLIC,-50.16,6,Semiconductors & Semiconductor Equipment
KMB,-34.24,3,Household & Personal Products
KMI,-19.25,6,Energy
KMPR,-53.59,6,Insurance
KMT,-43.84,3,Capital Goods
KMX,-65.38,10,Consumer Discretionary Distribution & Retail
KN,-38.0,11,Technology Hardware & Equipment
KNF,-44.15,6,Materials
KNSA,-34.14,8,"Pharmaceuticals, Biotechnology & Life Sciences"
KNSL,-35.29,1,Insurance
KNTK,-52.34,6,Energy
KNX,-36.73,4,Transportation
KO,-16.71,3,"Food, Beverage & Tobacco"
KOD,-81.1,18,"Pharmaceuticals, Biotechnology & Life Sciences"
KODK,-34.41,14,Technology Hardware & Equipment
KOP,-58.82,4,Materials
KOS,-87.33,2,Energy
KPTI,-52.4,4,"Pharmaceuticals, Biotechnology & Life Sciences"
KR,-20.27,4,Consumer Staples Distribution & Retail
KRC,-34.99,7,Equity Real Estate Investment Trusts (REITs)
KREF,-44.88,1,Financial Services
KRG,-29.87,4,Equity Real Estate Investment Trusts (REITs)
KRNY,-39.87,8,Banks
KROS,-86.45,5,"Pharmaceuticals, Biotechnology & Life Sciences"
KRTX,-2.14,2,"Pharmaceuticals, Biotechnology & Life Sciences"
KRUS,-65.44,6,Consumer Services
KRYS,-42.26,6,"Pharmaceuticals, Biotechnology & Life Sciences"
KSS,-79.11,11,Consumer Discretionary Distribution & Retail
KTB,-45.39,7,Consumer Durables & Apparel
KTOS,-36.31,10,Capital Goods
KURA,-76.46,5,"Pharmaceuticals, Biotechnology & Life Sciences"
KVUE,-42.27,7,Household & Personal Products
KW,-51.4,3,Real Estate Management & Development
KWR,-54.13,5,Materials
KYMR,-59.83,8,"Pharmaceuticals, Biotechnology & Life Sciences"
KZR,-42.86,3,"Pharmaceuticals, Biotechnology & Life Sciences"
L,-12.16,7,Insurance
LAD,-31.03,8,Consumer Discretionary Distribution & Retail
LADR,-20.23,8,Financial Services
LAMR,-25.75,6,Equity Real Estate Investment Trusts (REITs)
LAND,-43.09,3,Equity Real Estate Investment Trusts (REITs)
LASR,-56.13,7,Technology Hardware & Equipment
LAUR,-14.65,4,Consumer Services
LAW,-60.58,8,Software & Services
LAZ,-45.24,12,Financial Services
LAZR,-98.26,1,Automobiles & Components
LBAI,-24.9,1,Banks
LBRDA,-54.87,7,Media & Entertainment
LBRDK,-55.16,4,Media & Entertainment
LBRT,-59.5,7,Energy
LC,-52.21,11,Financial Services
LCID,-77.63,5,Automobiles & Components
LCII,-40.75,7,Automobiles & Components
LDOS,-37.03,4,Commercial & Professional Services
LEA,-48.53,6,Automobiles & Components
LECO,-35.29,4,Capital Goods
LEG,-75.16,8,Consumer Durables & Apparel
LEN,-46.6,5,Consumer Durables & Apparel
LEN/B,-43.34,5,Consumer Durables & Apparel
LESL,-95.2,2,Consumer Discretionary Distribution & Retail
LEU,-54.15,13,Energy
LFST,-56.49,6,Health Care Equipment & Services
LFUS,-45.43,3,Technology Hardware & Equipment
LGIH,-68.94,4,Consumer Durables & Apparel
LGND,-25.58,6,"Pharmaceuticals, Biotechnology & Life Sciences"
LGTY,-29.35,8,Software & Services
LH,-17.36,7,Health Care Equipment & Services
LHX,-26.33,3,Capital Goods
LICYQ,-73.8,6,Commercial & Professional Services
LII,-34.52,3,Capital Goods
LILA,-57.06,5,Telecommunication Services
LILAK,-57.17,4,Telecommunication Services
LIN,-19.95,2,Materials
LIND,-43.8,8,Consumer Services
LION,-31.41,4,Media & Entertainment
LITE,-50.63,14,Technology Hardware & Equipment
LIVN,-47.23,7,Health Care Equipment & Services
LKFN,-32.17,10,Banks
LKQ,-47.26,2,Consumer Discretionary Distribution & Retail
LLY,-34.83,5,"Pharmaceuticals, Biotechnology & Life Sciences"
LLYVA,-23.21,8,Media & Entertainment
LLYVK,-22.88,7,Media & Entertainment
LMAT,-27.86,5,Health Care Equipment & Services
LMB,-55.92,9,Capital Goods
LMND,-51.52,14,Insurance
LMNR,-57.04,6,"Food, Beverage & Tobacco"
LMT,-33.17,3,Capital Goods
LNC,-26.2,14,Insurance
LNG,-25.56,3,Energy
LNN,-28.13,6,Capital Goods
LNT,-10.98,5,Utilities
LNTH,-59.46,6,Health Care Equipment & Services
LNWO,-34.92,3,Consumer Services
LOB,-53.86,6,Banks
LOCO,-35.93,8,Consumer Services
LOGC,-31.45,4,Consumer Discretionary Distribution & Retail
LOPE,-31.62,7,Consumer Services
LOVE,-70.21,7,Consumer Durables & Apparel
LOW,-25.78,5,Consumer Discretionary Distribution & Retail
LPG,-62.89,4,Energy
LPLA,-33.18,6,Financial Services
LPRO,-90.1,7,Financial Services
LPSN,-87.38,2,Software & Services
LPX,-37.97,6,Materials
LQDA,-46.8,9,"Pharmaceuticals, Biotechnology & Life Sciences"
LQDT,-41.08,8,Commercial & Professional Services
LRCX,-47.58,7,Semiconductors & Semiconductor Equipment
LRN,-64.07,8,Consumer Services
LSCC,-54.72,6,Semiconductors & Semiconductor Equipment
LSTR,-38.51,3,Transportation
LSXMA,-34.46,2,Media & Entertainment
LSXMK,-34.7,2,Media & Entertainment
LTC,-16.76,5,Equity Real Estate Investment Trusts (REITs)
LTH,-26.0,5,Consumer Services
LUCK,-26.75,2,Consumer Services
LULU,-68.37,4,Consumer Durables & Apparel
LUMN,-69.66,10,Telecommunication Services
LUNA,-74.62,4,Technology Hardware & Equipment
LUNG,-91.06,2,Health Care Equipment & Services
LUV,-31.96,10,Transportation
LVS,-44.43,4,Consumer Services
LW,-63.37,1,"Food, Beverage & Tobacco"
LWLG,-83.97,6,Technology Hardware & Equipment
LXFR,-36.09,9,Capital Goods
LXP,-30.98,6,Equity Real Estate Investment Trusts (REITs)
LXRX,-91.83,8,"Pharmaceuticals, Biotechnology & Life Sciences"
LXU,-50.0,7,Materials
LYB,-60.06,1,Materials
LYEL,-87.3,3,"Pharmaceuticals, Biotechnology & Life Sciences"
LYFT,-55.23,10,Transportation
LYTS,-40.74,7,Capital Goods
LYV,-27.84,10,Media & Entertainment
LZ,-59.01,9,Commercial & Professional Services
LZB,-38.9,7,Consumer Durables & Apparel
M,-53.48,6,Consumer Discretionary Distribution & Retail
MA,-16.73,5,Financial Services
MAA,-26.12,3,Equity Real Estate Investment Trusts (REITs)
MAC,-40.12,7,Equity Real Estate Investment Trusts (REITs)
MAN,-66.34,2,Commercial & Professional Services
MANH,-56.21,6,Software & Services
MAR,-30.66,5,Consumer Services
MARA,-78.31,4,Software & Services
MAS,-31.48,8,Capital Goods
MASI,-33.17,7,Health Care Equipment & Services
MASS,-81.05,9,Technology Hardware & Equipment
MAT,-33.68,7,Consumer Durables & Apparel
MATV,-76.01,9,Materials
MATW,-48.86,5,Consumer Services
MATX,-47.39,9,Transportation
MAX,-66.26,7,Media & Entertainment
MAXN,-87.46,1,Semiconductors & Semiconductor Equipment
MBC,-50.83,3,Capital Goods
MBCN,-36.86,7,Banks
MBI,-51.89,11,Insurance
MBIN,-44.51,6,Financial Services
MBUU,-55.09,4,Consumer Durables & Apparel
MBWM,-25.6,9,Banks
MC,-39.83,12,Financial Services
MCB,-38.42,9,Banks
MCBC,-18.13,3,Banks
MCBS,-30.26,7,Banks
MCD,-18.2,6,Consumer Services
MCFT,-38.68,5,Consumer Durables & Apparel
MCHB,-47.69,4,Banks
MCHP,-64.48,7,Semiconductors & Semiconductor Equipment
MCK,-24.0,4,Health Care Equipment & Services
MCO,-24.79,4,Financial Services
MCRB,-64.11,3,"Pharmaceuticals, Biotechnology & Life Sciences"
MCRI,-23.34,5,Consumer Services
MCS,-43.59,6,Media & Entertainment
MCW,-49.57,3,Consumer Services
MCY,-40.25,6,Insurance
MD,-32.5,7,Health Care Equipment & Services
MDB,-70.88,8,Software & Services
MDGL,-31.74,12,"Pharmaceuticals, Biotechnology & Life Sciences"
MDLZ,-32.99,1,"Food, Beverage & Tobacco"
MDRX,-44.89,1,Health Care Equipment & Services
MDT,-14.62,5,Health Care Equipment & Services
MDU,-22.62,7,Utilities
MDXG,-49.03,3,"Pharmaceuticals, Biotechnology & Life Sciences"
MED,-85.19,2,Household & Personal Products
MEDP,-39.38,6,"Pharmaceuticals, Biotechnology & Life Sciences"
MEG,-78.44,8,Commercial & Professional Services
MEHCQ,-60.79,2,Health Care Equipment & Services
MEI,-76.01,5,Technology Hardware & Equipment
MET,-22.47,6,Insurance
META,-34.21,5,Media & Entertainment
METC,-74.37,9,Materials
MFA,-37.97,7,Financial Services
MGEE,-28.35,8,Utilities
MGM,-46.02,8,Consumer Services
MGNI,-57.49,9,Media & Entertainment
MGNX,-95.06,4,"Pharmaceuticals, Biotechnology & Life Sciences"
MGPI,-77.74,2,"Food, Beverage & Tobacco"
MGRC,-26.52,2,Capital Goods
MGTX,-47.07,8,"Pharmaceuticals, Biotechnology & Life Sciences"
MGY,-31.92,6,Energy
MHK,-39.77,5,Consumer Durables & Apparel
MHO,-40.6,10,Consumer Durables & Apparel
MIDD,-35.4,9,Capital Goods
MIR,-31.9,9,Technology Hardware & Equipment
MIRM,-27.78,9,"Pharmaceuticals, Biotechnology & Life Sciences"
MITK,-52.06,4,Software & Services
MKC,-28.28,4,"Food, Beverage & Tobacco"
MKL,-18.51,4,Insurance
MKSI,-59.35,8,Semiconductors & Semiconductor Equipment
MKTX,-45.9,4,Financial Services
MLAB,-62.88,9,"Pharmaceuticals, Biotechnology & Life Sciences"
MLI,-28.2,2,Capital Goods
MLKN,-55.25,4,Commercial & Professional Services
MLM,-27.19,5,Materials
MLNK,-36.76,4,Software & Services
MLR,-53.47,7,Capital Goods
MLYS,-45.76,8,"Pharmaceuticals, Biotechnology & Life Sciences"
MMC,-27.71,4,Insurance
MMI,-41.31,1,Real Estate Management & Development
MMM,-18.71,11,Capital Goods
MMS,-30.94,6,Commercial & Professional Services
MMSI,-28.38,7,Health Care Equipment & Services
MNKD,-54.03,8,"Pharmaceuticals, Biotechnology & Life Sciences"
MNRO,-63.6,5,Consumer Discretionary Distribution & Retail
MNST,-26.04,3,"Food, Beverage & Tobacco"
MNTK,-84.64,1,Utilities
MO,-19.15,4,"Food, Beverage & Tobacco"
MOD,-51.61,12,Automobiles & Components
MODG,-66.49,12,Consumer Durables & Apparel
MODN,-16.7,1,Software & Services
MODVQ,-98.26,5,Health Care Equipment & Services
MOFG,-26.88,8,Banks
MOG/A,-33.4,6,Capital Goods
MOH,-67.94,4,Health Care Equipment & Services
MONDQ,-99.26,8,Consumer Services
MORF,-35.2,1,"Pharmaceuticals, Biotechnology & Life Sciences"
MORN,-52.82,5,Financial Services
MOS,-37.95,2,Materials
MOV,-56.88,5,Consumer Durables & Apparel
MP,-48.87,11,Materials
MPB,-27.29,6,Banks
MPC,-45.9,4,Energy
MPW,-41.6,10,Equity Real Estate Investment Trusts (REITs)
MPWR,-51.94,6,Semiconductors & Semiconductor Equipment
MQ,-53.34,5,Financial Services
MRC,-38.05,10,Capital Goods
MRCY,-27.24,11,Capital Goods
MRK,-44.74,4,"Pharmaceuticals, Biotechnology & Life Sciences"
MRNA,-86.58,6,"Pharmaceuticals, Biotechnology & Life Sciences"
MRNS,-89.56,1,"Pharmaceuticals, Biotechnology & Life Sciences"
MRO,-13.91,5,Energy
MRSN,-95.6,5,"Pharmaceuticals, Biotechnology & Life Sciences"
MRTN,-54.45,5,Transportation
MRVI,-84.83,10,"Pharmaceuticals, Biotechnology & Life Sciences"
MRVL,-60.83,10,Semiconductors & Semiconductor Equipment
MS,-29.24,6,Financial Services
MSA,-34.86,4,Commercial & Professional Services
MSBI,-47.64,5,Banks
MSCI,-26.2,4,Financial Services
MSEX,-30.29,8,Utilities
MSFT,-27.38,7,Software & Services
MSGE,-33.94,4,Media & Entertainment
MSGS,-25.54,4,Media & Entertainment
MSI,-27.9,3,Technology Hardware & Equipment
MSM,-31.95,3,Capital Goods
MSTR,-77.42,9,Software & Services
MTB,-29.45,11,Banks
MTCH,-30.76,3,Media & Entertainment
MTD,-36.61,4,"Pharmaceuticals, Biotechnology & Life Sciences"
MTDR,-47.73,7,Energy
MTG,-15.01,7,Financial Services
MTH,-41.56,9,Consumer Durables & Apparel
MTN,-45.81,2,Consumer Services
MTRN,-48.09,5,Materials
MTSI,-41.09,9,Semiconductors & Semiconductor Equipment
MTTR,-32.82,3,Software & Services
MTUS,-52.33,8,Materials
MTW,-58.49,8,Capital Goods
MTX,-42.71,6,Materials
MTZ,-34.03,11,Capital Goods
MU,-57.82,9,Semiconductors & Semiconductor Equipment
MUR,-59.93,9,Energy
MURA,-48.66,1,"Pharmaceuticals, Biotechnology & Life Sciences"
MUSA,-35.81,6,Consumer Discretionary Distribution & Retail
MVBF,-36.89,7,Banks
MVIS,-75.17,1,Technology Hardware & Equipment
MVST,-77.28,5,Capital Goods
MWA,-19.19,6,Capital Goods
MXCT,-84.97,2,"Pharmaceuticals, Biotechnology & Life Sciences"
MXL,-63.95,11,Semiconductors & Semiconductor Equipment
MYE,-60.68,8,Materials
MYGN,-86.57,11,"Pharmaceuticals, Biotechnology & Life Sciences"
MYPS,-80.87,2,Media & Entertainment
MYRG,-50.29,7,Capital Goods
MZTI,-25.49,1,"Food, Beverage & Tobacco"
NABL,-63.92,3,Software & Services
NAPA,-46.38,1,"Food, Beverage & Tobacco"
NARI,-43.57,6,Health Care Equipment & Services
NAT,-51.54,3,Energy
NATL,-34.74,7,Financial Services
NAVI,-46.94,1,Financial Services
NBHC,-33.8,7,Banks
NBIX,-42.89,7,"Pharmaceuticals, Biotechnology & Life Sciences"
NBN,-27.58,8,Banks
NBR,-76.08,12,Energy
NBTB,-26.2,8,Banks
NCLH,-46.68,8,Consumer Services
NCNO,-57.86,3,Software & Services
NDAQ,-20.73,5,Financial Services
NDSN,-39.94,3,Capital Goods
NE,-63.94,9,Energy
NECB,-36.72,4,Banks
NEE,-24.96,7,Utilities
NEM,-36.95,7,Materials
NEO,-73.99,8,Health Care Equipment & Services
NEOG,-78.43,4,Health Care Equipment & Services
NET,-45.0,14,Software & Services
NEU,-27.19,3,Materials
NEWT,-38.29,13,Financial Services
NEXT,-60.0,9,Energy
NFBK,-43.54,6,Banks
NFE,-97.18,4,Energy
NFG,-16.78,2,Utilities
NFLX,-40.3,5,Media & Entertainment
NG,-50.83,10,Materials
NGM,-20.83,2,"Pharmaceuticals, Biotechnology & Life Sciences"
NGVT,-45.79,8,Materials
NHC,-34.43,7,Health Care Equipment & Services
NHI,-22.74,7,Equity Real Estate Investment Trusts (REITs)
NI,-9.99,5,Utilities
NIC,-18.07,11,Banks
NJR,-14.49,3,Utilities
NKE,-50.3,2,Consumer Durables & Apparel
NKLAQ,-73.75,2,Capital Goods
NKTX,-91.28,12,"Pharmaceuticals, Biotechnology & Life Sciences"
NLOP,-39.55,5,Equity Real Estate Investment Trusts (REITs)
NLY,-21.22,12,Financial Services
NMIH,-21.42,5,Financial Services
NMRK,-36.86,7,Real Estate Management & Development
NN,-47.78,13,Software & Services
NNI,-18.93,4,Financial Services
NNN,-23.91,6,Equity Real Estate Investment Trusts (REITs)
NNOX,-82.39,3,Health Care Equipment & Services
NOC,-20.3,5,Capital Goods
NOG,-53.17,2,Energy
NOV,-47.1,4,Energy
NOVAQ,-100.0,1,Utilities
NOVT,-46.71,2,Technology Hardware & Equipment
NOW,-91.23,6,Software & Services
NPK,-18.57,7,Capital Goods
NPKI,-42.11,2,Capital Goods
NPO,-33.83,10,Capital Goods
NRC,-75.41,6,Health Care Equipment & Services
NRDS,-54.06,6,Financial Services
NRG,-26.22,8,Utilities
NRGV,-75.11,11,Capital Goods
NRIM,-25.04,11,Banks
NRIX,-70.72,10,"Pharmaceuticals, Biotechnology & Life Sciences"
NSA,-43.96,6,Equity Real Estate Investment Trusts (REITs)
NSC,-25.51,10,Transportation
NSIT,-65.44,5,Technology Hardware & Equipment
NSP,-73.32,2,Commercial & Professional Services
NSSC,-65.83,4,Technology Hardware & Equipment
NSTGQ,-94.13,2,"Pharmaceuticals, Biotechnology & Life Sciences"
NTAP,-43.47,5,Technology Hardware & Equipment
NTB,-15.07,13,Banks
NTCT,-26.43,12,Technology Hardware & Equipment
NTGR,-44.82,8,Technology Hardware & Equipment
NTLA,-80.85,8,"Pharmaceuticals, Biotechnology & Life Sciences"
NTNX,-55.63,7,Software & Services
NTRA,-25.29,9,"Pharmaceuticals, Biotechnology & Life Sciences"
NTRS,-25.8,11,Financial Services
NTST,-26.75,6,Equity Real Estate Investment Trusts (REITs)
NU,-39.58,9,Banks
NUE,-48.64,6,Materials
NUS,-73.03,7,Household & Personal Products
NUVB,-58.19,9,"Pharmaceuticals, Biotechnology & Life Sciences"
NUVL,-47.12,11,"Pharmaceuticals, Biotechnology & Life Sciences"
NVAX,-74.11,10,"Pharmaceuticals, Biotechnology & Life Sciences"
NVCR,-69.8,8,Health Care Equipment & Services
NVDA,-36.89,9,Semiconductors & Semiconductor Equipment
NVEC,-39.99,4,Semiconductors & Semiconductor Equipment
NVEE,-46.33,1,Commercial & Professional Services
NVR,-32.49,3,Consumer Durables & Apparel
NVRI,-60.74,7,Commercial & Professional Services
NVRO,-84.17,1,Health Care Equipment & Services
NVST,-42.0,5,Health Care Equipment & Services
NVT,-47.09,4,Capital Goods
NVTAQ,-98.19,1,Health Care Equipment & Services
NVTS,-78.96,11,Semiconductors & Semiconductor Equipment
NWBI,-28.66,10,Banks
NWE,-14.64,5,Utilities
NWL,-73.26,4,Consumer Durables & Apparel
NWLI,-1.2,4,Insurance
NWN,-12.63,3,Utilities
NWPX,-35.36,8,Capital Goods
NWS,-22.12,9,Media & Entertainment
NWSA,-21.98,9,Media & Entertainment
NX,-71.0,2,Capital Goods
NXDR,-53.58,8,Media & Entertainment
NXDT,-66.71,2,Equity Real Estate Investment Trusts (REITs)
NXRT,-40.95,7,Equity Real Estate Investment Trusts (REITs)
NXST,-23.25,6,Media & Entertainment
NXT,-48.61,8,Capital Goods
NYT,-20.17,4,Media & Entertainment
O,-20.15,7,Equity Real Estate Investment Trusts (REITs)
OABI,-81.32,4,"Pharmaceuticals, Biotechnology & Life Sciences"
OBK,-28.22,10,Banks
OBT,-33.12,8,Banks
OC,-53.38,7,Capital Goods
OCFC,-30.61,9,Banks
OCUL,-61.57,11,"Pharmaceuticals, Biotechnology & Life Sciences"
ODC,-32.94,7,Household & Personal Products
ODFL,-45.53,4,Transportation
ODP,-78.61,7,Consumer Discretionary Distribution & Retail
OEC,-83.77,1,Materials
OFG,-25.75,6,Banks
OFIX,-48.38,11,Health Care Equipment & Services
OFLX,-65.88,2,Capital Goods
OGE,-10.37,3,Utilities
OGN,-72.47,9,"Pharmaceuticals, Biotechnology & Life Sciences"
OGS,-14.91,6,Utilities
OHI,-16.41,7,Equity Real Estate Investment Trusts (REITs)
OI,-44.26,4,Materials
OII,-47.84,8,Energy
OIS,-51.56,5,Energy
OKE,-45.06,3,Energy
OKTA,-38.48,5,Software & Services
OLED,-54.91,6,Semiconductors & Semiconductor Equipment
OLLI,-24.21,11,Consumer Discretionary Distribution & Retail
OLMA,-81.59,10,"Pharmaceuticals, Biotechnology & Life Sciences"
OLN,-69.9,6,Materials
OLO,-30.33,6,Software & Services
OLP,-33.9,6,Equity Real Estate Investment Trusts (REITs)
OLPX,-61.45,10,Household & Personal Products
OM,-65.6,6,Health Care Equipment & Services
OMC,-35.55,2,Media & Entertainment
OMCL,-53.57,6,Health Care Equipment & Services
OMER,-75.56,15,"Pharmaceuticals, Biotechnology & Life Sciences"
OMF,-30.38,11,Financial Services
OMI,-90.7,1,Health Care Equipment & Services
ON,-61.49,5,Semiconductors & Semiconductor Equipment
ONB,-26.58,9,Banks
ONEW,-69.1,2,Consumer Discretionary Distribution & Retail
ONIT,-34.46,7,Financial Services
ONL,-73.66,4,Equity Real Estate Investment Trusts (REITs)
ONTF,-46.27,4,Software & Services
ONTO,-62.82,9,Semiconductors & Semiconductor Equipment
OOMA,-41.8,4,Software & Services
OPCH,-36.64,6,Health Care Equipment & Services
OPEN,-88.03,1,Real Estate Management & Development
OPITQ,-74.02,3,Equity Real Estate Investment Trusts (REITs)
OPK,-44.87,9,Health Care Equipment & Services
OPRX,-76.35,11,Health Care Equipment & Services
ORA,-25.49,6,Utilities
ORC,-32.78,6,Financial Services
ORCL,-58.43,8,Software & Services
ORGN,-43.97,5,Materials
ORGO,-57.17,14,"Pharmaceuticals, Biotechnology & Life Sciences"
ORI,-18.62,12,Insurance
ORIC,-73.46,8,"Pharmaceuticals, Biotechnology & Life Sciences"
ORLY,-18.07,2,Consumer Discretionary Distribution & Retail
ORRF,-36.41,7,Banks
OSBC,-25.52,5,Banks
OSCR,-50.17,8,Insurance
OSIS,-20.66,13,Technology Hardware & Equipment
OSK,-37.73,5,Capital Goods
OSPN,-47.16,5,Software & Services
OSUR,-74.52,2,Health Care Equipment & Services
OSW,-34.73,8,Consumer Services
OTIS,-19.88,5,Capital Goods
OTLK,-90.45,9,"Pharmaceuticals, Biotechnology & Life Sciences"
OTTR,-27.91,10,Utilities
OUT,-33.15,5,Equity Real Estate Investment Trusts (REITs)
OVV,-43.88,9,Energy
OWL,-56.41,9,Financial Services
OXM,-71.78,4,Consumer Durables & Apparel
OXY,-47.86,3,Energy
OZK,-29.23,6,Banks
PACB,-90.51,8,"Pharmaceuticals, Biotechnology & Life Sciences"
PAG,-20.19,9,Consumer Discretionary Distribution & Retail
PAGS,-57.6,10,Financial Services
PAHC,-36.96,10,"Pharmaceuticals, Biotechnology & Life Sciences"
PANL,-58.09,6,Transportation
PANW,-30.49,9,Software & Services
PAR,-73.4,5,Software & Services
PARA,-34.58,7,Media & Entertainment
PARR,-69.71,4,Energy
PATH,-63.58,8,Software & Services
PATK,-24.13,6,Automobiles & Components
PAX,-38.13,7,Financial Services
PAYC,-53.21,4,Commercial & Professional Services
PAYO,-52.4,3,Financial Services
PAYX,-39.2,6,Commercial & Professional Services
PB,-27.25,6,Banks
PBF,-76.84,9,Energy
PBH,-35.49,6,"Pharmaceuticals, Biotechnology & Life Sciences"
PCAR,-28.59,2,Capital Goods
PCG,-39.9,9,Utilities
PCH,-25.08,4,Equity Real Estate Investment Trusts (REITs)
PCOR,-42.31,4,Software & Services
PCRX,-67.02,4,"Pharmaceuticals, Biotechnology & Life Sciences"
PCT,-61.08,14,Materials
PCTY,-41.87,3,Commercial & Professional Services
PCVX,-76.22,10,"Pharmaceuticals, Biotechnology & Life Sciences"
PD,-70.19,1,Software & Services
PDCO,-35.54,1,Health Care Equipment & Services
PDFS,-58.51,9,Semiconductors & Semiconductor Equipment
PDM,-48.06,6,Equity Real Estate Investment Trusts (REITs)
PEB,-53.61,4,Equity Real Estate Investment Trusts (REITs)
PEBO,-25.46,10,Banks
PECO,-16.98,4,Equity Real Estate Investment Trusts (REITs)
PEG,-18.39,5,Utilities
PEGA,-44.4,6,Software & Services
PEN,-40.09,3,Health Care Equipment & Services
PENG,-50.49,6,Semiconductors & Semiconductor Equipment
PENN,-52.25,1,Consumer Services
PEP,-30.09,7,"Food, Beverage & Tobacco"
PEPG,-94.61,8,"Pharmaceuticals, Biotechnology & Life Sciences"
PETQ,-19.93,3,Health Care Equipment & Services
PETS,-47.89,3,Consumer Discretionary Distribution & Retail
PFBC,-22.13,6,Banks
PFC,-22.48,5,Banks
PFE,-31.22,9,"Pharmaceuticals, Biotechnology & Life Sciences"
PFG,-23.78,6,Insurance
PFGC,-21.24,3,Consumer Staples Distribution & Retail
PFIS,-30.79,7,Banks
PFS,-32.8,11,Banks
PFSI,-41.63,7,Financial Services
PG,-23.18,2,Household & Personal Products
PGC,-34.42,9,Banks
PGEN,-64.17,14,"Pharmaceuticals, Biotechnology & Life Sciences"
PGNY,-67.16,8,Health Care Equipment & Services
